timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, SCREW_RIGHT
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
1.6449329131710904e+18,-4037.0,6694.0,2731.0,1
